"카테고리","세부분류","ID","이름","가격","내구도","기본공격력","방어","명중","HP","MP","힘","민첩","지력","HP%","MP%","필요직업","필요레벨","성별","필요힘","필요민첩","필요지력","거래가능","설명"
"무기","검/기타","sword_136","용마제삼검","비매품","3000000","350~400","","3","","","5","5","5","","","전사","99","","","","","거래가능","검/기타 '용마제삼검'. 공격력 +1, 명중 +3을 가진 무기입니다. 힘 +5, 민첩 +5, 지력 +5 효과가 함께 붙어 있습니다. 레벨 99 이상, 전사 착용 가능합니다."
"무기","검/기타","sword_137","용마제사검","비매품","4000000","400~440","","3","","","5","5","5","","","전사","99","","","","","거래가능","검/기타 '용마제사검'. 공격력 +1, 명중 +3을 가진 무기입니다. 힘 +5, 민첩 +5, 지력 +5 효과가 함께 붙어 있습니다. 레벨 99 이상, 전사 착용 가능합니다."
"무기","검/기타","sword_138","용마제오검","비매품","5000000","480~520","","3","","","5","5","5","","","전사","99","","","","","거래가능","검/기타 '용마제오검'. 공격력 +1, 명중 +3을 가진 무기입니다. 힘 +5, 민첩 +5, 지력 +5 효과가 함께 붙어 있습니다. 레벨 99 이상, 전사 착용 가능합니다."
"무기","검/기타","sword_139","용마제육검","비매품","6000000","550~650","","3","","","5","5","5","5","","전사","99","","","","","거래가능","검/기타 '용마제육검'. 공격력 +1, 명중 +3을 가진 무기입니다. 체력 +5%, 힘 +5, 민첩 +5, 지력 +5 효과가 함께 붙어 있습니다. 레벨 99 이상, 전사 착용 가능합니다."
"무기","검/기타","sword_140","용마제칠검","비매품","7000000","650~750","","3","","","10","10","10","10","","전사","99","","","","","거래가능","검/기타 '용마제칠검'. 공격력 +1, 명중 +3을 가진 무기입니다. 체력 +10%, 힘 +10, 민첩 +10, 지력 +10 효과가 함께 붙어 있습니다. 레벨 99 이상, 전사 착용 가능합니다."
"무기","검/기타","sword_141","용마제팔검","비매품","8000000","750~850","","3","","","15","15","15","15","","전사","99","","","","","거래가능","검/기타 '용마제팔검'. 공격력 +1, 명중 +3을 가진 무기입니다. 체력 +15%, 힘 +15, 민첩 +15, 지력 +15 효과가 함께 붙어 있습니다. 레벨 99 이상, 전사 착용 가능합니다."
"무기","검/기타","sword_142","용마제구검","비매품","9000000","900~1000","","3","","","20","20","20","20","","전사","99","","","","","거래가능","검/기타 '용마제구검'. 공격력 +1, 명중 +3을 가진 무기입니다. 체력 +20%, 힘 +20, 민첩 +20, 지력 +20 효과가 함께 붙어 있습니다. 레벨 99 이상, 전사 착용 가능합니다."
"무기","검/기타","sword_143","용랑제일봉","비매품","1000000","300~350","","3","","","","","10","","","주술사","99","","","","","거래가능","검/기타 '용랑제일봉'. 공격력 +1, 명중 +3을 가진 무기입니다. 지력 +10 효과가 함께 붙어 있습니다. 레벨 99 이상, 주술사 착용 가능합니다."
"무기","검/기타","sword_144","용랑제이봉","비매품","2000000","320~380","","3","","","","","10","","","주술사","99","","","","","거래가능","검/기타 '용랑제이봉'. 공격력 +1, 명중 +3을 가진 무기입니다. 지력 +10 효과가 함께 붙어 있습니다. 레벨 99 이상, 주술사 착용 가능합니다."
"무기","검/기타","sword_145","용랑제삼봉","비매품","3000000","350~400","","3","","","","","10","","","주술사","99","","","","","거래가능","검/기타 '용랑제삼봉'. 공격력 +1, 명중 +3을 가진 무기입니다. 지력 +10 효과가 함께 붙어 있습니다. 레벨 99 이상, 주술사 착용 가능합니다."
"무기","검/기타","sword_146","용랑제사봉","비매품","4000000","400~440","","3","","","","","15","","","주술사","99","","","","","거래가능","검/기타 '용랑제사봉'. 공격력 +1, 명중 +3을 가진 무기입니다. 지력 +15 효과가 함께 붙어 있습니다. 레벨 99 이상, 주술사 착용 가능합니다."
"무기","검/기타","sword_147","용랑제오봉","비매품","5000000","480~520","","3","","","","","15","","","주술사","99","","","","","거래가능","검/기타 '용랑제오봉'. 공격력 +1, 명중 +3을 가진 무기입니다. 지력 +15 효과가 함께 붙어 있습니다. 레벨 99 이상, 주술사 착용 가능합니다."
"무기","검/기타","sword_148","용랑제육봉","비매품","6000000","550~650","","3","","","","","20","","5","주술사","99","","","","","거래가능","검/기타 '용랑제육봉'. 공격력 +1, 명중 +3을 가진 무기입니다. 마력 +5%, 지력 +20 효과가 함께 붙어 있습니다. 레벨 99 이상, 주술사 착용 가능합니다."
"무기","검/기타","sword_149","용랑제칠봉","비매품","7000000","650~750","","3","","","","","20","","10","주술사","99","","","","","거래가능","검/기타 '용랑제칠봉'. 공격력 +1, 명중 +3을 가진 무기입니다. 마력 +10%, 지력 +20 효과가 함께 붙어 있습니다. 레벨 99 이상, 주술사 착용 가능합니다."
"무기","검/기타","sword_150","용랑제팔봉","비매품","8000000","750~850","","3","","","","","25","","15","주술사","99","","","","","거래가능","검/기타 '용랑제팔봉'. 공격력 +1, 명중 +3을 가진 무기입니다. 마력 +15%, 지력 +25 효과가 함께 붙어 있습니다. 레벨 99 이상, 주술사 착용 가능합니다."
"무기","검/기타","sword_151","용랑제구봉","비매품","9000000","900~1000","","3","","","","","25","","20","주술사","99","","","","","거래가능","검/기타 '용랑제구봉'. 공격력 +1, 명중 +3을 가진 무기입니다. 마력 +20%, 지력 +25 효과가 함께 붙어 있습니다. 레벨 99 이상, 주술사 착용 가능합니다."
"무기","검/기타","sword_152","용겸제일봉","비매품","1000000","300~350","","3","","","","","10","","","도사","99","","","","","거래가능","검/기타 '용겸제일봉'. 공격력 +1, 명중 +3을 가진 무기입니다. 지력 +10 효과가 함께 붙어 있습니다. 레벨 99 이상, 도사 착용 가능합니다."
"무기","검/기타","sword_153","용겸제이봉","비매품","2000000","320~380","","3","","","","","10","","","도사","99","","","","","거래가능","검/기타 '용겸제이봉'. 공격력 +1, 명중 +3을 가진 무기입니다. 지력 +10 효과가 함께 붙어 있습니다. 레벨 99 이상, 도사 착용 가능합니다."
"무기","검/기타","sword_154","용겸제삼봉","비매품","3000000","350~400","","3","","","","","10","","","도사","99","","","","","거래가능","검/기타 '용겸제삼봉'. 공격력 +1, 명중 +3을 가진 무기입니다. 지력 +10 효과가 함께 붙어 있습니다. 레벨 99 이상, 도사 착용 가능합니다."
"무기","검/기타","sword_155","용겸제사봉","비매품","4000000","400~440","","3","","","","","15","","","도사","99","","","","","거래가능","검/기타 '용겸제사봉'. 공격력 +1, 명중 +3을 가진 무기입니다. 지력 +15 효과가 함께 붙어 있습니다. 레벨 99 이상, 도사 착용 가능합니다."
"무기","검/기타","sword_156","용겸제오봉","비매품","5000000","480~520","","3","","","","","15","","","도사","99","","","","","거래가능","검/기타 '용겸제오봉'. 공격력 +1, 명중 +3을 가진 무기입니다. 지력 +15 효과가 함께 붙어 있습니다. 레벨 99 이상, 도사 착용 가능합니다."
"무기","검/기타","sword_157","용겸제육봉","비매품","6000000","550~650","","3","","","","","20","","5","도사","99","","","","","거래가능","검/기타 '용겸제육봉'. 공격력 +1, 명중 +3을 가진 무기입니다. 마력 +5%, 지력 +20 효과가 함께 붙어 있습니다. 레벨 99 이상, 도사 착용 가능합니다."
"무기","검/기타","sword_158","용겸제칠봉","비매품","7000000","650~750","","3","","","","","20","","10","도사","99","","","","","거래가능","검/기타 '용겸제칠봉'. 공격력 +1, 명중 +3을 가진 무기입니다. 마력 +10%, 지력 +20 효과가 함께 붙어 있습니다. 레벨 99 이상, 도사 착용 가능합니다."
"무기","검/기타","sword_159","용겸제팔봉","비매품","8000000","750~850","","3","","","","","25","","15","도사","99","","","","","거래가능","검/기타 '용겸제팔봉'. 공격력 +1, 명중 +3을 가진 무기입니다. 마력 +15%, 지력 +25 효과가 함께 붙어 있습니다. 레벨 99 이상, 도사 착용 가능합니다."
"무기","검/기타","sword_160","용겸제구봉","비매품","9000000","900~1000","","3","","","","","25","","20","도사","99","","","","","거래가능","검/기타 '용겸제구봉'. 공격력 +1, 명중 +3을 가진 무기입니다. 마력 +20%, 지력 +25 효과가 함께 붙어 있습니다. 레벨 99 이상, 도사 착용 가능합니다."
"무기","검/기타","sword_161","녹호박별검","비매품","2000000","200~220","","6","4000","500","1","","","","","전사","99","","","","","거래가능","검/기타 '녹호박별검'. 공격력 +1, 명중 +6을 가진 무기입니다. 체력 +4000, 마력 +500, 힘 +1 효과가 함께 붙어 있습니다. 레벨 99 이상, 전사 착용 가능합니다."
"무기","검/기타","sword_162","갈호박별검","비매품","2000000","200~220","","6","4000","500","1","","","","","전사","99","","","","","거래가능","검/기타 '갈호박별검'. 공격력 +1, 명중 +6을 가진 무기입니다. 체력 +4000, 마력 +500, 힘 +1 효과가 함께 붙어 있습니다. 레벨 99 이상, 전사 착용 가능합니다."
"무기","검/기타","sword_163","자호박별검","비매품","2000000","200~220","","6","4000","500","1","","","","","전사","99","","","","","거래가능","검/기타 '자호박별검'. 공격력 +1, 명중 +6을 가진 무기입니다. 체력 +4000, 마력 +500, 힘 +1 효과가 함께 붙어 있습니다. 레벨 99 이상, 전사 착용 가능합니다."
"무기","검/기타","sword_164","연갈호박별검","비매품","2000000","200~220","","6","4000","500","","1","","","","전사","99","","","","","거래가능","검/기타 '연갈호박별검'. 공격력 +1, 명중 +6을 가진 무기입니다. 체력 +4000, 마력 +500, 민첩 +1 효과가 함께 붙어 있습니다. 레벨 99 이상, 전사 착용 가능합니다."
"무기","검/기타","sword_165","연녹호박별검","비매품","2000000","200~220","","5","4000","500","","","1","","","전사","99","","","","","거래가능","검/기타 '연녹호박별검'. 공격력 +2, 명중 +5을 가진 무기입니다. 체력 +4000, 마력 +500, 지력 +1 효과가 함께 붙어 있습니다. 레벨 99 이상, 전사 착용 가능합니다."
"무기","검/기타","sword_166","연자호박별검","비매품","2000000","200~220","","5","4000","500","","","1","","","전사","99","","","","","거래가능","검/기타 '연자호박별검'. 공격력 +2, 명중 +5을 가진 무기입니다. 체력 +4000, 마력 +500, 지력 +1 효과가 함께 붙어 있습니다. 레벨 99 이상, 전사 착용 가능합니다."
"무기","검/기타","sword_167","연청호박별검","비매품","2000000","200~220","","5","2000","1000","","","1","","","전사","99","","","","","거래가능","검/기타 '연청호박별검'. 공격력 +2, 명중 +5을 가진 무기입니다. 체력 +2000, 마력 +1000, 지력 +1 효과가 함께 붙어 있습니다. 레벨 99 이상, 전사 착용 가능합니다."
"무기","검/기타","sword_168","적호박별검","비매품","2000000","200~220","","6","4000","500","","1","","","","전사","99","","","","","거래가능","검/기타 '적호박별검'. 공격력 +1, 명중 +6을 가진 무기입니다. 체력 +4000, 마력 +500, 민첩 +1 효과가 함께 붙어 있습니다. 레벨 99 이상, 전사 착용 가능합니다."
"무기","검/기타","sword_169","청호박별검","비매품","2000000","200~220","","5","4000","500","","1","","","","전사","99","","","","","거래가능","검/기타 '청호박별검'. 공격력 +2, 명중 +5을 가진 무기입니다. 체력 +4000, 마력 +500, 민첩 +1 효과가 함께 붙어 있습니다. 레벨 99 이상, 전사 착용 가능합니다."
"무기","검/기타","sword_170","황금호박별검","비매품","2000000","250~300","","10","10000","3000","","","1","","","전사","99","","","","","거래가능","검/기타 '황금호박별검'. 공격력 +4, 명중 +10을 가진 무기입니다. 체력 +10000, 마력 +3000, 지력 +1 효과가 함께 붙어 있습니다. 레벨 99 이상, 전사 착용 가능합니다."
"무기","검/기타","sword_171","황호박별검","비매품","2000000","200~220","","5","2000","1000","1","","","","","전사","99","","","","","거래가능","검/기타 '황호박별검'. 공격력 +2, 명중 +5을 가진 무기입니다. 체력 +2000, 마력 +1000, 힘 +1 효과가 함께 붙어 있습니다. 레벨 99 이상, 전사 착용 가능합니다."
"무기","검/기타","sword_172","회호박별검","비매품","2000000","200~220","","1","1000","1500","","","1","","","전사","99","","","","","거래가능","검/기타 '회호박별검'. 공격력 +7, 명중 +1을 가진 무기입니다. 체력 +1000, 마력 +1500, 지력 +1 효과가 함께 붙어 있습니다. 레벨 99 이상, 전사 착용 가능합니다."
"무기","검/기타","sword_173","녹호박별도","비매품","2000000","200~220","","6","4000","500","1","","","","","도적","99","","","","","거래가능","검/기타 '녹호박별도'. 공격력 +1, 명중 +6을 가진 무기입니다. 체력 +4000, 마력 +500, 힘 +1 효과가 함께 붙어 있습니다. 레벨 99 이상, 도적 착용 가능합니다."
